GLOBALEVENTID,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,AvgTone,SOURCEURL
1117202661,GBR,UNITED KINGDOM,GBR,,JOR,AMMAN,JOR,,1,36,36,3,3.900425274,https://www.zawya.com/en/economy/levant/uks-foreign-secretary-to-announce-aid-for-refugee-support-in-jordan-cuiq0zug
1117210283,,,,,REF,REFUGEE,,REF,1,42,42,4,-7.792207792,https://reliefweb.int/report/sudan/regional-bureau-east-horn-africa-and-great-lakes-refugees-asylum-seekers-refugee-returnees-and-idps-30-june-2023
1117220821,CAF,CENTRAL AFRICAN,CAF,,SDN,SUDANESE,SDN,,1,110,110,11,-5.454545455,https://reliefweb.int/report/central-african-republic/car-msf-vaccinates-thousands-children-upon-arrival-refugees-sudan
1117223361,MIL,ARMY,,MIL,REF,REFUGEE,,REF,1,112,112,11,-5.940594059,https://www.thedailystar.net/news/bangladesh/crime-justice/news/rohingya-man-killed-arsa-members-kutupalong-refugee-camp-3379076
1117224550,RWAREF,RWANDA,RWA,REF,NGOHRIHRW,HUMAN RIGHTS WATCH,,NGO,1,130,130,13,-7.94044665,https://www.attitude.co.uk/news/world/refugee-joel-mordi-on-illegal-migration-bill-441299/
1117228417,CAN,CANADA,CAN,,CVL,COMMUNITY,,CVL,1,43,43,4,-4.680187207,https://globalnews.ca/news/9856960/hamilton-funding-house-refugees/
1117240381,ISR,ISRAEL,ISR,,REF,REFUGEE,,REF,1,190,190,19,-10.85872049,https://www.ctvnews.ca/world/palestinian-man-killed-by-israeli-troops-during-arrest-raid-in-west-bank-refugee-camp-1.6494590
1117242567,ISR,ISRAEL,ISR,,PSEREF,WEST BANK,PSE,REF,1,173,173,17,-13.45565749,https://www.mymotherlode.com/news/middle-east/3188271/palestinian-man-killed-by-israeli-troops-during-arrest-raid-in-west-bank-refugee-camp.html
1117244388,,,,,REF,REFUGEE,,REF,1,51,51,5,-6.077348066,https://www.dailymaverick.co.za/opinionista/2023-07-26-persecution-of-homosexual-transgender-people-in-cameroon-generates-wave-of-refugees-including-to-sa/
1117251950,CVL,MIGRANT,,CVL,USA,PORTLAND,USA,,1,20,20,2,-4.557640751,https://www.aol.co.uk/test-refugee-visa-curb-channel-230100946.html
1117257171,LTU,LITHUANIA,LTU,,UKR,UKRAINIAN,UKR,,1,71,71,7,-6.25,https://www.delfi.lt/en/en/politics/lithuania-will-continue-funding-studies-of-ukrainian-refugees-94034309
1117259276,REF,REFUGEE,,REF,,,,,1,90,90,9,-4.597701149,https://medicalxpress.com/news/2023-07-ukrainian-refugees-high-barriers-opioid.html
1117274418,MEX,MEXICAN,MEX,,REF,REFUGEE,,REF,1,40,40,4,-4.131956666,https://www.streetinsider.com/Reuters/Mexico+working+with+U.S.+on+refugee+plan+for+migrants+in+southern+Mexico/21949838.html
1117277065,REF,REFUGEE,,REF,,,,,1,51,51,5,5.555555556,https://www.leighjournal.co.uk/news/23677613.exhibition-schoolkids-refugees-celebrates-diversity-turnpike/
1117283013,CAN,CANADA,CAN,,CANGOV,CANADA,CAN,GOV,1,40,40,4,-5.246422893,https://www.cbc.ca/news/canada/hamilton/andrea-horwath-federal-funding-refugees-homeless-1.6918205
1117294962,,,,,AFG,KABUL,AFG,,1,63,63,6,-6.794682422,https://www.hrw.org/news/2023/07/26/debt-owed-afghan-refugees-green-cards
1117296930,CAN,CANADA,CAN,,LEG,CONGRESS,,LEG,1,43,43,4,-2.00784398,https://globalnews.ca/news/9858226/quebec-ukrainian-refugee-missing-police-river-search/
1117299535,ARE,EMIRATI,ARE,,SDN,SUDANESE,SDN,,1,73,73,7,0,https://www.tag911.ae/news/local-news/uae-distributes-food-parcels-to-sudanese-refugees-in-chad/
1117306620,SYR,SYRIAN,SYR,,USA,UNITED STATES,USA,,1,36,36,3,0.1769911504,https://www.sandiegouniontribune.com/entertainment/theater/story/2023-07-26/little-amal-a-12-foot-puppet-of-a-syrian-refugee-girl-to-walk-in-multiple-san-diego-locations
1117320797,AFG,AFGHAN,AFG,,AUS,AUSTRALIAN,AUS,,1,20,20,2,-1.310043668,https://www.examiner.com.au/story/8285279/afghan-refugees-brave-epic-journey-to-boost-visa-scheme/
1117331938,BGR,BULGARIA,BGR,,MED,CORRESPONDENT,,MED,1,10,10,1,-10.34482759,https://www.bignewsnetwork.com/news/273911882/bulgaria-murder-in-harmanli-refugee-camp
1117331996,CAN,CANADA,CAN,,UKR,UKRAINIAN,UKR,,1,75,75,7,4.504504505,https://nowtoronto.com/culture/the-hillside-festival-in-guelph-is-offering-free-tickets-to-ukrainian-refugees/
1117332092,CVL,COMMUNITY,,CVL,CAN,TORONTO,CAN,,1,51,51,5,-1.967213115,https://nowtoronto.com/news/toronto-creates-over-200-shelter-spaces-for-refugees-and-is-thanking-community-groups-for-their-assistance/
1117332155,FJI,FIJI,FJI,,AUS,AUSTRALIA,AUS,,1,20,20,2,-3.953147877,https://www.fijitimes.com/refugee-advocate-calls-for-inquiry-into-australias-offshore-detention-regime/
1117347729,AFG,AFGHAN,AFG,,AUS,AUSTRALIAN,AUS,,1,20,20,2,-1.310043668,https://www.margaretrivermail.com.au/story/8285279/afghan-refugees-brave-epic-journey-to-boost-visa-scheme/?cs=30776
1117368851,TTO,TRINIDAD AND TOBAGO,TTO,,GOV,GOVERNMENT,,GOV,1,12,12,1,-7.557354926,https://www.caribbeanherald.com/news/273911835/court-ruling-on-deportations-in-trinidad-and-tobago-will-gravely-impact-refugees-and-migrants
1117421191,AFG,KABUL,AFG,,CAN,CANADA,CAN,,1,42,42,4,-4.545454545,https://pajhwok.com/2023/07/27/nearly-350-more-afghan-refugees-arrive-in-canada/
1117421837,LTU,LITHUANIA,LTU,,UKR,UKRAINIAN,UKR,,1,71,71,7,-6.25,https://www.delfi.lt/en/politics/lithuania-will-continue-funding-studies-of-ukrainian-refugees-94034309
1117435808,,,,,TUR,TURKIYE,TUR,,1,43,43,4,-4.054054054,https://www.middleeastmonitor.com/20230727-syria-palestinian-refugees-flee-oppression-of-assad-regime/
1117436454,IRL,GALWAY,IRL,,UKR,UKRAINIAN,UKR,,1,10,10,1,-0.900974026,https://galwaybayfm.ie/galway-bay-fm-news-desk/site-in-ballinasloe-being-assessed-for-modular-homes-for-ukrainian-refugees/
1117458590,,,,,AFG,AFGHANISTAN,AFG,,1,42,42,4,0,https://news.yahoo.com/story-worth-telling-refugee-welcome-090613476.html
1117458649,,,,,IGOUNOREFHCR,UNHCR,,IGO,1,42,42,4,-0.987654321,https://reliefweb.int/report/bangladesh/unhcr-welcomes-eur-335m-european-union-rohingya-refugees-and-host-communities-coxs-bazar-and-bhasan-char-enbn
1117458862,CHE,GENEVA,CHE,,IGOUNOREF,THE UN,,IGO,1,12,12,1,-6.763916443,https://www.iom.int/news/iom-and-unhcr-appeal-urgent-solutions-migrants-and-refugees-stranded-tunisia-and-libya-borders
1117467301,CHE,GENEVA,CHE,,IGOUNOREF,THE UN,,IGO,1,12,12,1,-6.63507109,https://reliefweb.int/report/tunisia/iom-and-unhcr-appeal-urgent-solutions-migrants-and-refugees-stranded-tunisia-and-libya-borders
1117481685,,,,,EDU,SCHOOL,,EDU,1,25,25,2,0,https://english.radio.cz/four-fifths-ukrainian-refugee-parents-have-school-places-children-8789846
1117488124,GBR,BRITISH,GBR,,UKR,UKRAINE,UKR,,1,10,10,1,0,https://www.desimartini.com/events/news/we-need-to-donate-we-need-to-pressure-benedict-cumberbatchs-clarion-call-for-support-for-ukrainian-refugees/60669328f7584/
1117493612,sco,SCOTTISH,,,GBR,SCOTLAND,GBR,,1,51,51,5,-0.6849315068,https://www.scotsman.com/news/world/one-in-ten-ukrainian-refugees-in-scotland-stuck-in-temporary-accommodation-4234549
1117495947,GBR,UNITED KINGDOM,GBR,,,,,,1,100,100,10,-1.902748414,https://www.theargus.co.uk/news/23683569.home-offices-housing-refugee-children-hotels-ruled-unlawful/
1117498200,,,,,REF,DISPLACED PEOPLE,,REF,1,60,60,6,3.482587065,https://www.opportunitiesforafricans.com/unhcr-youth-with-refugees-art-contest-2023-for-young-people/
1117499090,IGOUNOREFHCR,UNHCR,,IGO,REF,REFUGEE,,REF,1,40,40,4,-6.162234019,https://www.contactmusic.com/theo-james/news/theo-james-work-with-refugees-inspired-by-his-grandfather-s-plight_6354925
1117500242,MNCUSAMED,VIRGIN MEDIA,USA,MNC,,,,,1,55,55,5,-3.930131004,https://www.sundayworld.com/crime/irish-crime/fine-gael-td-says-property-vandalised-in-ballybrack-was-not-to-be-used-for-refugees/a337027396.html
1117507637,EDU,SCHOOL,,EDU,REF,REFUGEE,,REF,1,43,43,4,-2.702702703,https://www.thelocal.de/20230727/more-than-half-of-all-refugees-to-germany-in-2015-are-now-employed
1117510265,NOR,NORWAY,NOR,,UGA,UGANDA,UGA,,1,51,51,5,-2.139037433,https://www.kfm.co.ug/news/norway-gives-uganda-2-8m-to-support-refugee-self-reliance.html
1117512913,,,,,REF,REFUGEE,,REF,1,36,36,3,-2.894736842,https://www.thenationalnews.com/mena/jordan/2023/07/27/britain-donates-30-million-to-help-syrian-refugees-in-jordan/
1117528180,AFG,AFGHAN,AFG,,IRN,IRAN,IRN,,1,841,84,8,-8.510638298,https://pajhwok.com/2023/07/27/nearly-3000-afghan-refugees-return-from-iran-yesterday/
1117529383,JOR,JORDAN,JOR,,REF,REFUGEE,,REF,1,20,20,2,-1.005025126,https://www.mesabitribune.com/around_the_web/entertainment/theo-james-work-with-refugees-inspired-by-his-grandfathers-plight/article_bd30044c-abac-50cf-85f8-a4a9edc75fc0.html
1117551466,IGOUNOREF,THE UN,,IGO,REF,REFUGEE,,REF,1,36,36,3,-7.890429906,https://www.irishnews.com/magazine/movies/2023/07/27/news/theo_james_calls_on_support_for_refugees_as_scars_of_war_not_always_visible_-3476446/
1117551896,REFBUS,REFUGEE,,REF,,,,,1,30,30,3,7.083868632,https://www.finanznachrichten.de/nachrichten-2023-07/59690885-skys-the-limit-rise-up-unleashing-potential-accenture-s-unprecedented-partnership-drives-positive-change-for-refugee-entrepreneurs-200.htm
1117553525,EUR,EUROPEAN,EUR,,,,,,1,71,71,7,-2.317880795,https://www.stiripesurse.ro/eur-400-million-european-funds-to-be-used-to-reimburse-expenses-incurred-by-ukrainian-refugees_3008643.html
1117554480,USA,UNITED STATES,USA,,,,,,1,43,43,4,1.524390244,https://www.normantranscript.com/news/inmates-at-jess-dunn-correctional-center-assemble-thousands-of-meals-for-refugees-and-children-in/article_6c4ee0c6-2c9a-11ee-afc3-c3715656d559.html
1117562748,POL,POLAND,POL,,REF,REFUGEE,,REF,1,43,43,4,0.7109004739,https://www.digitaljournal.com/world/new-digital-mental-health-tool-supports-ukrainian-refugees/article
1117563818,AFG,AFGHAN,AFG,,PAK,PAKISTAN,PAK,,1,172,172,17,-9.349560293,https://www.voanews.com/a/afghan-refugees-in-pakistan-worry-as-their-refugee-cards-expire/7199312.html
1117563886,BUS,BANK,,BUS,EGY,NILE,EGY,,1,43,43,4,-5.924412666,https://www.thenewhumanitarian.org/opinion/2023/07/27/South-Sudan-Sudan-refugees-donors
1117564707,SYR,SYRIAN,SYR,,TUR,TURKEY,TUR,,1,42,42,4,-7.992565056,https://syrianobserver.com/news/84243/syrian-organizations-express-concern-about-forced-return-of-refugees-in-turkey.html
1117569224,,,,,AUS,AUSTRALIAN,AUS,,1,60,60,6,-5.627705628,https://www.bordermail.com.au/story/8285781/accused-stuck-in-rwandan-refugee-camp-limbo-might-have-case-finalised-in-absence/
1117574266,,,,,REF,REFUGEE,,REF,1,42,42,4,-7.407407407,http://www.jordantimes.com/news/local/refugee-debt-25-last-year-wfp-reveals
1117576018,BUS,BUSINESS,,BUS,,,,,1,20,20,2,1.485373225,https://www.saltlakecitysun.com/news/273913090/rise-up-unleashing-potential-accentures-unprecedented-partnership-drives-positive-change-for-refugee-entrepreneurs
1117590269,REF,REFUGEE,,REF,TCD,CHAD,TCD,,1,80,80,8,-7.936507937,https://jp.reuters.com/jp.reuters.com/news/picture/refugees-flee-sudans-darfur-to-chad-idJPRTSLURX6
1117611322,BUD,BUDDHIST,,,MMR,RAKHINE STATE,MMR,,1,190,190,19,-7.738095238,https://www.mizzima.com/article/lowest-low-rohingya-refugee-women-india
1117630445,IGOUNOREFHCR,UNHCR,,IGO,REF,REFUGEE,,REF,1,40,40,4,-5.247813411,https://www.koimoi.com/hollywood-news/the-white-lotus-fame-theo-james-comes-forward-to-help-refugees-as-he-visits-jordan-scars-of-war-are-not-always-visible/
1117636326,EDU,SCHOOL,,EDU,SWE,SWEDEN,SWE,,1,20,20,2,1.152737752,https://www.thelocal.se/20230728/ukrainian-refugees-allowed-to-study-swedish-to-upper-secondary-level
1117648497,CVL,MIGRANT,,CVL,,,,,1,12,12,1,-6.683168317,https://www.devdiscourse.com/article/headlines/2539665-unhcr-and-iom-concerned-about-safety-of-migrants-refugees-in-tunisia
1117648732,IGOUNO,THE UN,,IGO,GNQ,EQUATORIAL GUINEA,GNQ,,1,70,70,7,-5.882352941,https://www.kfm.co.ug/news/govt-to-resettle-over-300-refugees.html
1117654281,REF,REFUGEE,,REF,,,,,1,20,20,2,-14.51612903,https://guernseypress.com/news/uk-news/2023/07/28/refugee-charity-hits-out-at-cruel-proposal-to-house-asylum-seekers-in-tents/
1117654282,REF,REFUGEE,,REF,,,,,1,20,20,2,-5.095480009,https://www.eastlondonadvertiser.co.uk/news/national/23685542.refugee-charity-hits-cruel-proposal-house-asylum-seekers-tents/
1117656472,MED,PRESS ASSOCIATION,,MED,REF,ASYLUM SEEKER,,REF,1,20,20,2,-5.912162162,https://www.aol.co.uk/refugee-charity-hits-cruel-proposal-085852165.html
1117656601,REF,REFUGEE,,REF,MED,GAZETTE,,MED,1,20,20,2,-5.175600739,https://www.gazetteandherald.co.uk/news/national/23685542.refugee-charity-hits-cruel-proposal-house-asylum-seekers-tents/
1117661159,REF,REFUGEE,,REF,,,,,1,20,20,2,-4.909983633,https://www.harwichandmanningtreestandard.co.uk/news/national/23685542.refugee-charity-hits-cruel-proposal-house-asylum-seekers-tents/
1117663481,REF,REFUGEE,,REF,GBR,LONDON,GBR,,1,20,20,2,-4.885993485,https://www.guardian-series.co.uk/news/national/23685542.refugee-charity-hits-cruel-proposal-house-asylum-seekers-tents/
1117669715,REF,REFUGEE,,REF,,,,,1,20,20,2,-4.901960784,https://www.burnhamandhighbridgeweeklynews.co.uk/news/national/23685542.refugee-charity-hits-cruel-proposal-house-asylum-seekers-tents/
1117673106,GBR,BRITISH,GBR,,GBRELI,BRITISH,GBR,ELI,1,130,130,13,-6.215469613,https://www.thenationalnews.com/mena/lebanon/2023/07/28/david-miliband-warns-of-dangers-of-normalising-plight-of-syrian-refugees/
1117686523,UKR,UKRAINE,UKR,,REF,REFUGEE,,REF,1,33,33,3,-0.2202643172,https://reliefweb.int/report/czechia/unicef-and-czech-red-cross-launch-financial-assistance-programme-refugee-children-disabilities-ukraine-czech-republic
1117701409,AFR,AFRICA,AFR,,REF,REFUGEE,,REF,1,84,84,8,-0.4545454545,https://www.africa-newsroom.com/press/creating-jobs-for-refugees-together-with-visa-foundation
1117706845,CHE,SWITZERLAND,CHE,,GHA,GHANA,GHA,,1,42,42,4,-12.21122112,https://www.barrons.com/news/un-urges-countries-not-to-expel-burkina-faso-refugees-a7f25a0e
1117709857,,,,,AFG,AFGHAN,AFG,,1,75,75,7,-3.95256917,https://www.gponline.com/specialist-mental-health-support-resettled-afghan-veterans-refugees/article/1831684
1117716060,MEX,MEXICO,MEX,,USA,UNITED STATES,USA,,1,40,40,4,-8.483364106,https://www.streetinsider.com/Reuters/US+to+accept+certain+non-Mexican+migrants+in+Mexico+as+refugees/21963396.html
1117718591,USA,UNITED STATES,USA,,MEX,MEXICO,MEX,,1,40,40,4,-10.41666667,https://www.marketscreener.com/news/latest/US-to-accept-certain-non-Mexican-migrants-in-Mexico-as-refugees--44455539/
1117721343,USA,UNITED STATES,USA,,REF,REFUGEE,,REF,1,80,80,8,-8.88086981,https://www.reuters.com/world/us/us-accept-certain-non-mexican-migrants-mexico-refugees-2023-07-28/
1117730700,,,,,RWA,RWANDA,RWA,,1,42,42,4,0.304414003,http://www.rnanews.com/joint-agriculture-project-fosters-self-reliance-and-social-cohesion-among-refugee-and-host-communities-in-kigeme/
1117742092,USA,UNITED STATES,USA,,,,,,1,43,43,4,1.547987616,https://www.theadanews.com/news/inmates-assemble-thousands-of-meals-for-refugees-and-children-in-need/article_dfbb1632-b078-50e8-96b9-9e67f57a7881.html
1117747371,,,,,GRC,GREECE,GRC,,1,42,42,4,-3.361344538,https://www.devdiscourse.com/article/law-order/2540705-during-visit-to-greece-un-official-calls-for-enhanced-refugee-protection
1117754080,,,,,REF,REFUGEE,,REF,1,42,42,4,3.687284423,https://www.miragenews.com/volunteering-empowers-refugee-jordanian-women-1056316/
1117754641,IGOUNO,UNITED NATIONS,,IGO,KEN,KENYA,KEN,,1,51,51,5,0.6386010363,https://www.zawya.com/en/press-release/africa-press-releases/united-nations-high-commissioner-for-refugees-unhcr-applauds-kenyas-efforts-to-resolve-stateless-situation-of-feyvitff
1117756169,JOR,AMMAN,JOR,,,,,,1,141,141,14,-3.245591618,https://news.yale.edu/2023/07/28/volunteering-empowers-refugee-and-jordanian-women-poor-urban-communities
1117759737,AFR,AFRICA,AFR,,BFA,BURKINA FASO,BFA,,1,20,20,2,-11.08870968,https://www.africa-newsroom.com/press/united-nations-high-commissioner-for-refugees-unhcr-urges-solidarity-with-burkina-fasos-victims-of-extremist-violence
1117759740,AFR,AFRICA,AFR,,IGOUNO,UNITED NATIONS,,IGO,1,84,84,8,0.6696428571,https://www.africa-newsroom.com/press/united-nations-high-commissioner-for-refugees-unhcr-applauds-kenyas-efforts-to-resolve-stateless-situation-of-pemba-community
1117760425,REF,REFUGEE,,REF,,,,,1,51,51,5,-2.702702703,https://www.thejournal.ie/refugee-support-protest-dun-laoghaire-6131697-Jul2023/
1117766251,CVL,MIGRANT,,CVL,MEX,MEXICO,MEX,,1,40,40,4,-4.6692607,https://www.cbsnews.com/news/biden-administration-to-give-some-migrants-in-mexico-refugee-status-in-u-s/
1117770469,KHM,CAMBODIA,KHM,,USA,UNITED STATES,USA,,1,80,80,8,2.127659574,https://www.pressherald.com/2023/07/28/health-care-workers-at-refugee-camp-inspired-career-of-maines-new-cdc-director/
1117771727,CAN,CANADA,CAN,,REF,REFUGEE,,REF,1,55,55,5,-2.266666667,https://toronto.ctvnews.ca/mayor-olivia-chow-apologizes-to-refugees-asylum-seekers-who-slept-on-toronto-streets-1.6498657
1117773355,CAN,TORONTO,CAN,,CANGOV,CANADA,CAN,GOV,1,46,46,4,-2.31884058,https://www.theglobeandmail.com/canada/article-toronto-mayor-olivia-chow-tours-church-housing-refugees-calls-on-feds-to-visit/
1117773362,CAN,TORONTO,CAN,,GOV,CABINET,,GOV,1,20,20,2,-1.753024627,https://www.chch.com/toronto-mayor-olivia-chow-tours-church-housing-refugees-calls-on-feds-to-visit/
1117773581,GOV,MAYOR,,GOV,COP,POLICE,,COP,1,10,10,1,-5.555555556,https://rdnewsnow.com/2023/07/28/mayor-says-body-found-in-quebec-river-where-ukrainian-refugee-went-missing/
1117773879,REF,REFUGEE,,REF,CAN,TORONTO,CAN,,1,20,20,2,-2.0335441,https://globalnews.ca/news/9863722/chow-tours-church-housing-refugees/
1117774873,CAN,TORONTO,CAN,,GOV,CABINET,,GOV,1,20,20,2,-2.073732719,https://www.winnipegfreepress.com/canada/2023/07/28/toronto-mayor-olivia-chow-tours-church-housing-refugees-calls-on-feds-to-visit
1117775137,GOV,MAYOR,,GOV,COP,POLICE,,COP,1,10,10,1,-2.879457707,https://www.winnipegfreepress.com/canada/2023/07/28/mayor-says-body-found-in-quebec-river-where-ukrainian-refugee-went-missing
1117775138,GOV,MAYOR,,GOV,COP,POLICE,,COP,1,10,10,1,-2.870592665,https://www.theglobeandmail.com/canada/article-mayor-says-body-found-in-quebec-river-where-ukrainian-refugee-went/
1117775189,GOVMIL,NATIONAL SECURITY ADVISER,,GOV,MEXGOV,MEXICAN,MEX,GOV,1,36,36,3,-4.052287582,https://www.foxnews.com/politics/white-house-agrees-accept-some-cuban-nicaraguan-haitian-venezuelan-nationals-mexico-refugees
1117776346,,,,,AUS,AUSTRALIA,AUS,,1,42,42,4,-0.4446640316,https://www.portnews.com.au/story/8288166/refugee-drummer-beats-a-path-to-healing-for-students/?cs=9676
1117783381,UKR,UKRAINIAN,UKR,,COP,POLICE,,COP,1,112,112,11,-3.076923077,https://www.brandonsun.com/national/2023/07/28/mayor-says-body-found-in-quebec-river-where-ukrainian-refugee-went-missing
1117785745,,,,,AUS,AUSTRALIA,AUS,,1,42,42,4,-0.4545454545,https://www.therural.com.au/story/8288166/refugee-drummer-beats-a-path-to-healing-for-students/?cs=9676
1117786848,GOV,MAYOR,,GOV,COP,POLICE,,COP,1,10,10,1,-2.739726027,https://www.bowenislandundercurrent.com/national-news/mayor-says-body-found-in-quebec-river-where-ukrainian-refugee-went-missing-7340617
1117789999,CVL,MIGRANT,,CVL,MEX,MEXICO,MEX,,1,40,40,4,-4.6692607,https://www.cbsnews.com/colorado/news/biden-administration-to-give-some-migrants-in-mexico-refugee-status-in-u-s/
1117794763,CAN,CANADA,CAN,,,,,,1,10,10,1,1.016180676,https://montrealgazette.com/news/quebec/body-found-in-etchemin-river-where-ukrainian-refugee-went-missing
1117795952,USA,ROCHESTER,USA,,KHMREF,CAMBODIA,KHM,REF,1,10,10,1,2.161516307,https://www.centralmaine.com/2023/07/28/health-care-workers-at-refugee-camp-inspired-career-of-maines-new-cdc-director/
