GLOBALEVENTID,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,AvgTone,SOURCEURL
1117796761,IRQ,IRAQI,IRQ,,IRQGOV,IRAQ,IRQ,GOV,1,141,141,14,-4.776170777,https://www.thenationalnews.com/world/europe/2023/07/28/sweden-examining-residency-of-quran-burning-refugee/
1117798749,CANGOV,CANADA,CAN,GOV,REF,REFUGEE,,REF,1,55,55,5,-2.251655629,https://www.cp24.com/news/not-acceptable-mayor-chow-apologizes-to-refugees-and-asylum-seekers-who-slept-on-downtown-streets-1.6498634
1117801580,CANGOV,CANADA,CAN,GOV,REF,ASYLUM SEEKER,,REF,1,10,10,1,-1.798063624,https://www.theglobeandmail.com/canada/article-olivia-chow-asks-toronto-residents-to-open-homes-to-refugees/
1117806469,JUD,SUPREME COURT,,JUD,,,,,1,120,120,12,-3.501544799,https://bc.ctvnews.ca/iranian-refugee-who-bought-6-6m-home-in-west-vancouver-fails-to-convince-judge-foreign-buyers-tax-is-unconstitutional-1.6499116
1117806786,EDU,UNIVERSITY,,EDU,IND,DELHI,IND,,1,42,42,4,-0.9743135518,https://www.outlookindia.com/culture-society/a-refugee-in-a-foreign-land-a-short-story-weekender_story-306350
1117816134,IGOUNO,UNITED NATIONS,,IGO,BFA,BURKINA FASO,BFA,,1,20,20,2,-11.36363636,https://venturesafrica.com/apostories/united-nations-high-commissioner-for-refugees-unhcr-urges-solidarity-with-burkina-fasos-victims-of-extremist-violence/
1117816136,IGOUNO,UNITED NATIONS,,IGO,KEN,KENYA,KEN,,1,51,51,5,0.7772020725,https://venturesafrica.com/apostories/united-nations-high-commissioner-for-refugees-unhcr-applauds-kenyas-efforts-to-resolve-stateless-situation-of-pemba-community/
1117819556,,,,,AUS,AUSTRALIA,AUS,,1,42,42,4,-0.2066115702,https://www.sbs.com.au/news/article/a-drummers-journey-from-busking-in-baghdad-to-helping-refugee-kids-find-their-rhythm/mt5k4l1ja
1117824788,CVL,MIGRANT,,CVL,USA,UNITED STATES,USA,,1,80,80,8,-3.104432534,https://www.nbcbayarea.com/news/national-international/biden-admin-unveils-plan-to-give-some-migrants-in-mexico-refugee-status-in-the-us/3283571/
1117824790,CVL,MIGRANT,,CVL,USA,UNITED STATES,USA,,1,80,80,8,-3.333333333,https://www.nbcnewyork.com/news/national-international/biden-admin-unveils-plan-to-give-some-migrants-in-mexico-refugee-status-in-the-us/4546644/
1117826498,MEXREF,MEXICO,MEX,REF,USA,WASHINGTON,USA,,1,75,75,7,-2.915451895,https://www.nbcwashington.com/news/national-international/biden-admin-unveils-plan-to-give-some-migrants-in-mexico-refugee-status-in-the-us/3394116/
1117828909,CVL,MIGRANT,,CVL,USA,UNITED STATES,USA,,1,80,80,8,-3.25443787,https://www.nbcchicago.com/news/national-international/biden-admin-unveils-plan-to-give-some-migrants-in-mexico-refugee-status-in-the-us/3196792/
1117835653,CVL,MIGRANT,,CVL,USA,UNITED STATES,USA,,1,80,80,8,-3.514376997,https://www.nbcdfw.com/news/national-international/biden-admin-unveils-plan-to-give-some-migrants-in-mexico-refugee-status-in-the-us/3305924/
1117837118,BGD,BANGLADESHI,BGD,,IND,MIZORAM,IND,,1,36,36,3,-5.063291139,https://timesofindia.indiatimes.com/india/northeast-diary-disguised-as-refugees-kuki-chin-militants-from-bangladesh-entered-mizoram/articleshow/102228283.cms
1117858621,,,,,CYP,CYPRUS,CYP,,1,42,42,4,-1.449275362,https://cyprus-mail.com/2023/07/29/tracing-the-memories-of-refugees/
1117874093,BUS,TOURISM INDUSTRY,,BUS,GOV,MINIST,,GOV,1,10,10,1,-0.2320185615,https://clareherald.com/news/government/accommodation-plan-for-refugees-and-asylum-seekers-lacks-balance/
1117878166,,,,,EDU,SCHOOL,,EDU,1,36,36,3,6.629834254,https://www.hampshirechronicle.co.uk/news/23678152.volunteers-needed-help-ukrainian-refugees-winchester/
1117884548,COP,POLICE,,COP,COD,CONGOLESE,COD,,1,10,10,1,-8.19112628,https://www.lusakatimes.com/2023/07/29/70-year-old-refugee-murdered/
1117895422,SWE,SWEDEN,SWE,,IRQ,IRAQI,IRQ,,1,141,141,14,-3.714285714,https://updatednews.ca/sweden-to-review-residency-permit-of-iraqi-refugee-who-burnt-quran/
1117911278,CVL,COMMUNITY,,CVL,UKR,UKRAINIAN,UKR,,1,43,43,4,3.177004539,https://www.saltwire.com/atlantic-canada/news/ukrainian-refugees-strive-to-establish-roots-in-newfoundland-amid-housing-and-employment-struggles-100878260/
1117922793,,,,,LBN,LEBANON,LBN,,1,10,10,1,-11.1747851,https://www.middleeasteye.net/news/one-dead-lebanon-palestinian-refugee-camp-clashes-fatah-official
1117931207,,,,,LBN,LEBANON,LBN,,1,10,10,1,-10.13067449,https://www.barrons.com/news/one-dead-in-lebanon-palestinian-refugee-camp-clashes-fatah-official-c228e9bc
1117931227,,,,,PSE,GAZA,PSE,,1,51,51,5,-1.744186047,https://www.middleeaststar.com/news/273915095/un-palestinian-refugee-agency-appeals-for-substantial-funding-boost
1117946051,,,,,REF,REFUGEE,,REF,1,51,51,5,-2.901023891,https://thecaribbeancamera.com/fast-tracking-work-permits-could-ease-refugee-shelter-crisis/
1117946154,CAN,CANADA,CAN,,,,,,1,50,50,5,1.496147984,https://thecaribbeancamera.com/church-needs-volunteers-to-help-sort-donations-to-help-refugees/
1117963542,DEU,GERMANY,DEU,,REF,REFUGEE,,REF,1,43,43,4,-1.60971986,https://www.middleeastmonitor.com/20230730-as-a-refugee-i-couldnt-defend-my-homeland-but-i-can-make-sure-syria-lives-on-in-my-art/
1117965949,HLH,HOSPITAL,,HLH,,,,,1,20,20,2,-7.01754386,https://english.ahram.org.eg/NewsContent/2/8/505683/World/Region/Calm-restored-in-Palestinian-refugee-camp-in-Leban.aspx
1117966726,,,,,LBN,LEBANON,LBN,,1,190,190,19,-10.35598706,https://www.i24news.tv/en/news/middle-east/levant-turkey/1690705065-assassination-attempt-leads-to-deadly-clashes-in-palestinian-refugee-camp
1117966780,AFG,KABUL,AFG,,TUR,TURKISH,TUR,,1,46,46,4,-6.382978723,https://pajhwok.com/2023/07/30/refugee-problems-discussed-with-turkish-ambassador/
1117967991,,,,,LBN,LEBANON,LBN,,1,10,10,1,-11.80124224,https://today.lorientlejour.com/article/1344881/one-dead-in-lebanon-palestinian-refugee-camp-clashes-fatah-official.html
1117977446,LBN,BEIRUT,LBN,,PSE,PALESTINIAN,PSE,,1,190,190,19,-12.63527747,https://www.winnipegfreepress.com/world/2023/07/30/1-killed-6-wounded-in-overnight-clashes-in-crowded-palestinian-refugee-camp-in-lebanon
1117981962,REF,REFUGEE,,REF,,,,,1,10,10,1,-1.01010101,https://woub.org/2023/07/24/from-refugee-to-a-world-renowned-athlete-the-story-of-guor-mading-maker-in-runner-july-30-at-11-pm/
1117982955,CHRMAR,MARONITE,MAR,,GOV,PRESIDENT,,GOV,1,42,42,4,-1.612903226,https://www.naharnet.com:443/stories/en/299301-al-rahi-proposes-presidential-solution-says-syrian-refugees-occupying-country
1117983150,LAB,WORKER,,LAB,SDN,SUDANESE,SDN,,1,60,60,6,0,https://www.bignewsnetwork.com/news/273915417/uae-aid-workers-deliver-more-food-assistance-to-sudanese-refugees-in-chad
1117984067,ARE,EMIRATI,ARE,,SDN,SUDANESE,SDN,,1,73,73,7,0.5154639175,https://www.tag911.ae/news/local-news/uae-delivers-more-aid-to-sudanese-refugees-in-chad/
1117989868,,,,,SWE,SWEDEN,SWE,,1,36,36,3,-5.797101449,https://www.siasat.com/sweden-re-examines-residency-of-iraqi-refugee-who-desecrated-quran-2654542/
1117996100,CVL,NEIGHBORHOOD,,CVL,UAF,MILITANT,,UAF,1,75,75,7,-12.01795494,https://www.haaretz.com/middle-east-news/2023-07-30/ty-article/1-killed-6-wounded-in-overnight-clashes-in-crowded-palestinian-refugee-camp-in-lebanon/00000189-a659-df3e-a7eb-f75b2cff0000
1117996354,LBN,LEBANON,LBN,,ISRREF,ISRAEL,ISR,REF,1,190,190,19,-12.59896202,https://www.ctvnews.ca/world/5-killed-6-wounded-in-overnight-clashes-in-crowded-palestinian-refugee-camp-in-lebanon-1.6499893
1118009380,ISRREF,ISRAEL,ISR,REF,LBN,LEBANON,LBN,,1,190,190,19,-10.89028571,http://www.huewire.com/5-killed-in-clashes-at-palestinian-refugee-camp-in-lebanon/
1118010977,LBN,LEBANON,LBN,,REF,REFUGEE,,REF,1,130,130,13,-5.817174515,https://yalibnan.com/2023/07/30/patriarch-rain-warns-that-the-refugees-are-occupying-lebanon/
1118011948,,,,,LBN,LEBANON,LBN,,1,1124,112,11,-11.11144447,https://www.barrons.com/news/lebanon-clashes-kill-six-in-palestinian-refugee-camp-b02a88e2
1118012256,ISR,ISRAEL,ISR,,UAF,MILITANT,,UAF,1,190,190,19,-7.586206897,https://www.newarab.com/news/death-toll-rises-5-lebanon-refugee-camp-clashes
1118013308,,,,,MED,JOURNALIST,,MED,1,190,190,19,-10.40189125,https://www.france24.com/en/live-news/20230730-lebanon-clashes-kill-six-in-palestinian-refugee-camp
1118013839,LBN,LEBANON,LBN,,ISRMIL,ISRAEL,ISR,MIL,1,190,190,19,-12.90322581,https://themedialine.org/headlines/fatah-officer-bodyguards-killed-amid-clashes-in-lebanese-refugee-camp/
1118015317,ISR,ISRAEL,ISR,,,,,,1,10,10,1,-12.46505984,https://www.clickondetroit.com/news/world/2023/07/30/at-least-5-dead-and-7-wounded-in-clashes-inside-crowded-palestinian-refugee-camp-in-lebanon/
1118019980,LBN,SIDON,LBN,,PSEREF,PALESTINIAN,PSE,REF,1,190,190,19,-11.50159744,https://timesofindia.indiatimes.com/world/middle-east/lebanon-clashes-kill-six-in-palestinian-refugee-camp/articleshow/102253684.cms
1118022532,,,,,LBNREF,LEBANON,LBN,REF,1,190,190,19,-12.56544503,https://www.euronews.com/2023/07/30/six-killed-and-seven-injured-during-clashes-in-lebanon-refugee-camp
1118022550,,,,,UAF,GUNMAN,,UAF,1,190,190,19,-12.78538813,https://morningstaronline.co.uk/article/w/five-killed-and-seven-wounded-clashes-palestinian-refugee-camp-lebanon
1118024210,ISR,ISRAEL,ISR,,ISRMIL,ISRAEL,ISR,MIL,1,10,10,1,-11.19129231,https://www.startribune.com/at-least-5-dead-and-7-wounded-in-clashes-inside-crowded-palestinian-refugee-camp-in-lebanon/600293511/
1118035864,ISRREF,ISRAEL,ISR,REF,LBN,LEBANON,LBN,,1,193,193,19,-2.958579882,https://www.timesofisrael.com/liveblog_entry/ceasefire-fails-to-halt-fighting-in-lebanon-refugee-camp/
1118035979,PSE,PALESTINIAN,PSE,,,,,,1,190,190,19,-12.23395264,https://www.mykxlg.com/news/world/at-least-5-dead-and-7-wounded-in-clashes-inside-crowded-palestinian-refugee-camp-in/article_cd7830ad-af5d-56c8-898b-d82f50c411ae.html
1118047948,LBN,LEBANON,LBN,,MED,JOURNALIST,,MED,1,190,190,19,-9.930715935,http://www.jordantimes.com/news/region/lebanon-clashes-kill-six-palestinian-refugee-camp
1118048555,LAB,WORKER,,LAB,,,,,1,10,10,1,-11.76470588,https://www.voanews.com/a/un-says-19-000-sudanese-refugees-face-critical-challenges-arriving-in-south-sudan/7204236.html
1118051246,,,,,LBN,LEBANON,LBN,,1,42,42,4,-12.62798635,https://www.dw.com/en/lebanon-several-killed-in-palestinian-refugee-camp-clashes/a-66391208
1118054760,,,,,GOV,MINIST,,GOV,1,130,130,13,-3.378378378,https://www.businesspost.ie/politics/vacant-buildings-used-to-house-refugees-to-be-exempt-from-planning-permission-for-five-years/
1118060180,CAN,CANADA,CAN,,,,,,1,12,12,1,-2.324603576,https://www.canadianlawyermag.com/practice-areas/tax/bc-judge-strikes-down-refugee-appeal-of-a-132-million-foreign-buyers-tax-on-66-million-home/378317
1118062178,ISRREF,ISRAEL,ISR,REF,LBN,LEBANON,LBN,,1,190,190,19,-11.28437177,https://www.bignewsnetwork.com/news/273915921/at-least-five-killed-in-clashes-in-palestinian-refugee-camp-in-lebanon
1118064172,BGD,BANGLADESH,BGD,,REF,REFUGEE,,REF,1,173,173,17,-6.603773585,https://timesofindia.indiatimes.com/city/agartala/2-held-in-tripura-for-role-in-trafficking-of-rohingya-refugees/articleshow/102258218.cms
1118064302,CVL,COMMUNITY,,CVL,,,,,1,70,70,7,-0.3236654056,https://www.fox13now.com/back-to-school/group-helps-refugee-families-in-utah-prepare-for-school-year
1118067692,,,,,USAGUM,GUAM,USA,,1,36,36,3,-0.8561643836,https://www.guampdn.com/news/anthropologist-who-came-to-guam-as-a-young-refugee-returns-48-years-later/article_a2a6f440-2f2b-11ee-84cc-53039cb8157b.html
1118069424,LBN,LEBANON,LBN,,ISRREF,ISRAEL,ISR,REF,1,190,190,19,-11.52069615,https://www.firstpost.com/world/five-killed-in-clashes-in-palestinian-refugee-camp-in-lebanon-12936062.html
1118071990,ISR,ISRAEL,ISR,,PSE,PALESTINIAN,PSE,,1,10,10,1,-8.768315018,https://www.tribuneindia.com/news/world/5-die-7-hurt-as-clashes-erupt-at-lebanon-refugee-camp-530626
1118075371,,,,,LBN,LEBANON,LBN,,1,1124,112,11,-10.47915055,https://www.dawn.com/news/1767544/clashes-kill-six-in-lebanons-palestinian-refugee-camp
1118075720,LBN,LEBANESE,LBN,,PSE,PALESTINIAN,PSE,,1,20,20,2,-2.558356676,https://www.thestatesman.com/world/lebanese-pm-calls-on-palestinian-leaders-to-help-restore-security-in-lebanons-refugee-camp-1503206494.html
1118089120,,,,,REF,REFUGEE,,REF,1,42,42,4,-3.614457831,https://www.monitor.co.ug/uganda/news/education/how-eu-projects-spur-development-in-refugee-hosting-communities--4321486
1118095435,LBN,SIDON,LBN,,LBNGOV,LEBANON,LBN,GOV,1,190,190,19,-10.67961165,https://www.thenews.com.pk/print/1095717-lebanon-clashes-kill-six-in-palestinian-refugee-camp
1118096468,,,,,ISRREF,ISRAEL,ISR,REF,1,190,190,19,-13.46153846,https://www.siasat.com/5-killed-in-clashes-inside-palestinian-refugee-camp-in-lebanon-2655379/
1118099074,IGOUNO,UNITED NATIONS,,IGO,REF,REFUGEE,,REF,1,51,51,5,-5.281045752,https://omaha.com/eedition/sunrise/articles/james-work-with-refugees-inspired-by-his-grandfather/article_d716a8dd-505d-59ef-afd8-550072e8a79c.html
1118099221,LBN,LEBANON,LBN,,ISRREF,ISRAEL,ISR,REF,1,190,190,19,-11.80562833,https://saudigazette.com.sa/article/634616/World/Mena/Six-killed-at-Palestinian-refugee-camp-in-Lebanon
1118103486,REF,REFUGEE,,REF,USA,UTAH,USA,,1,42,42,4,-4.089296636,https://95rockfm.com/ixp/341/p/refugees-utah-arriving/
1118104619,,,,,LBN,LEBANON,LBN,,1,20,20,2,-3.754011028,https://famagusta-gazette.com/2023/07/31/lebanese-pm-calls-on-palestinian-leaders-to-help-restore-security-in-lebanons-refugee-camp/
1118111592,ISRREF,ISRAEL,ISR,REF,LBN,LEBANON,LBN,,1,190,190,19,-12.47474747,https://www.usatoday.com/videos/news/nation/2023/07/31/deadly-clashes-palestinian-refugee-camp-lebanon/12302475002/
1118112840,,,,,BGDREF,BANGLADESH,BGD,REF,1,51,51,5,1.777777778,https://gulfnews.com/business/corporate-news/kfaed-krcs-support-humanitarian-projects-for-rohingya-refugees-in-bangladesh-1.1690794634124
1118113205,CVL,TOURIST,,CVL,REF,REFUGEE,,REF,1,51,51,5,-2.459016393,https://www.midwestradio.ie/index.php/news/69116-mayo-councillors-want-to-know-why-the-county-is-accommodating-significantly-more-refugees-and-asylum-seekers-than-galway-or-dublin
1118124105,IRL,IRELAND,IRL,,CVL,COMMUNITY,,CVL,1,70,70,7,2.994011976,https://www.thecork.ie/2023/07/31/cork-software-company-zartis-backs-scholarships-to-refugees/
1118124115,IRL,IRELAND,IRL,,REF,REFUGEE,,REF,1,180,180,18,-5.897114178,https://www.sundayworld.com/crime/courts/micheal-martin-warns-those-attacking-refugee-centres-will-face-full-rigours-of-law/a1301512780.html
1118137539,UKR,UKRAINE,UKR,,SVK,SLOVAKIA,SVK,,1,192,192,19,-4.958677686,https://reliefweb.int/report/slovakia/unhcr-slovakia-ukraine-refugee-situation-operational-update-1-march-30-april-2023
1118138907,,,,,MIL,MILITARY,,MIL,1,190,190,19,-11.32075472,https://article.wn.com/view/2023/07/31/Clashes_kill_six_in_Lebanon_s_Palestinian_refugee_camp/
1118144706,IGOUNOWFP,WORLD FOOD PROGRAM,,IGO,REF,REFUGEE,,REF,1,162,162,16,-10.78167116,https://human-wrongs-watch.net/2023/07/31/funding-crunch-forces-wfp-to-halve-food-rations-for-refugees-amidst-worsening-hunger-in-malawi/
1118147692,,,,,IRNREF,IRANIAN,IRN,REF,1,841,84,8,-0.6825938567,https://bianet.org/english/lgbti/282196-detained-during-pride-parade-iranian-refugee-released-from-deportation-center-after-a-month
1118149512,,,,,COP,SECURITY FORCE,,COP,1,190,190,19,-8.279430789,https://www.al-monitor.com/originals/2023/07/whats-behind-palestinian-violence-lebanons-ain-al-hilweh-refugee-camp
1118152507,MEX,MEXICO,MEX,,REF,REFUGEE,,REF,1,75,75,7,-2.793296089,https://www.amren.com/news/2023/07/white-house-agrees-to-accept-more-foreign-nationals-living-in-mexico-as-refugees/
1118152590,NGOHLHIRC,RED CRESCENT,,NGO,ARE,EMIRATI,ARE,,1,111,111,11,-4.115226337,https://www.zawya.com/en/world/middle-east/erc-conducts-ready-5-mock-exercise-at-emirati-jordanian-camp-for-syrian-refugees-enznnm5b
1118154860,JOR,AMMAN,JOR,,ARE,EMIRATI,ARE,,1,111,111,11,-4.048582996,https://www.bignewsnetwork.com/news/273916395/erc-conducts-ready-5-mock-exercise-at-emirati-jordanian-camp-for-syrian-refugees
1118155209,REF,REFUGEE,,REF,,,,,1,33,33,3,0.7407407407,https://news.yahoo.com/refugees-support-homes-oxfordshire-council-125719227.html
1118170046,CVL,NEIGHBOURHOOD,,CVL,PSE,PALESTINIAN,PSE,,1,190,190,19,-8.407079646,https://www.middleeastmonitor.com/20230731-fatah-officer-killed-in-lebanon-refugee-camp/
1118170965,ISRREF,ISRAEL,ISR,REF,LBN,LEBANON,LBN,,1,190,190,19,-6.64556962,https://www.middleeastmonitor.com/20230731-death-toll-from-clashes-at-palestine-refugee-camp-in-lebanon-rises-to-9/
1118171369,TCD,CHAD,TCD,,SDN,SUDAN,SDN,,1,25,25,2,-12.93103448,https://www.democracynow.org/2023/7/31/headlines/sudanese_refugees_in_chad_struggle_amid_extreme_heat_and_water_scarcity
1118172413,GBR,UNITED KINGDOM,GBR,,REF,ASYLUM SEEKER,,REF,1,20,20,2,-8.503401361,https://leftfootforward.org/2023/07/refugee-charity-slams-suella-bravermans-cruel-proposal-to-house-asylum-seekers-in-tents/
1118188428,,,,,LBN,LEBANON,LBN,,1,190,190,19,-9.427393569,https://www.thenews.com.pk/latest/1095900-9-killed-in-palestinian-refugee-camp-amid-clashes-in-lebanon
1118193749,,,,,BGD,BANGLADESH,BGD,,1,43,43,4,-1.585875184,https://reliefweb.int/report/india/acaps-briefing-note-india-myanmar-refugees-28-july-2023
1118199800,MIL,MILITARY OFFICER,,MIL,ISR,ISRAEL,ISR,,1,186,186,18,-12.74900398,https://www.mangalorean.com/5-killed-in-armed-clashes-in-palestinian-refugee-camp-in-lebanon/
1118212561,IGOUNO,UNITED NATIONS,,IGO,MIL,ARMY,,MIL,1,874,87,8,-7.10947198,https://www.marketscreener.com/news/latest/Darfur-refugees-in-Chad-scramble-for-shelter-as-rainy-season-starts--44471495/
1118212568,IGOUNOREFHCR,UNHCR,,IGO,,,,,1,50,50,5,-2.234636872,https://www.zawya.com/en/press-release/africa-press-releases/japan-and-united-nations-high-commissioner-for-refugees-unhcr-support-refugees-in-sudan-600k-in-emergency-aid-y50nfsxe
1118214286,IGOUNOREFHCR,UNHCR,,IGO,,,,,1,50,50,5,-2.034883721,https://african.business/2023/07/apo-newsfeed/japan-and-united-nations-high-commissioner-for-refugees-unhcr-support-refugees-in-sudan-600k-in-emergency-aid-to-the-unhcr
1118223144,AFR,AFRICA,AFR,,IGOUNO,UNITED NATIONS,,IGO,1,70,70,7,-1.937046005,https://www.africa-newsroom.com/press/japan-and-united-nations-high-commissioner-for-refugees-unhcr-support-refugees-in-sudan-600k-in-emergency-aid-to-the-unhcr
1118223933,UKR,UKRAINE,UKR,,REF,REFUGEE,,REF,1,80,80,8,0.2057613169,https://praguemonitor.com/czechia/31/07/2023/the-czech-interior-ministry-will-extend-temporary-protection-for-ukrainian-refugees/
1118228656,AFG,AFGHAN,AFG,,,,,,1,192,192,19,-1.923076923,https://www.britainnews.net/news/273916825/number-of-afghan-refugees-in-uk-given-permanent-housing-rises
1118230738,,,,,ISR,ISRAEL,ISR,,1,17,17,1,-7.172413793,https://kdhnews.com/news/world/thousands-mourn-a-palestinian-general-among-9-killed-in-sectarian-clashes-at-a-lebanon-refugee/article_d1455b87-f4a6-5079-b856-ee8830b236af.html
1118237008,EDU,SCHOOL,,EDU,,,,,1,90,90,9,-5.633802817,https://www.miragenews.com/unrwa-lebanon-refugee-camp-violence-kills-11-1057315/
1118238843,GOV,AMBASSADOR,,GOV,SYR,SYRIAN,SYR,,1,43,43,4,0,http://www.jordantimes.com/news/local/japan-contributes-25m-support-syrian-refugees-jordan
1118244144,AUS,AUSTRALIA,AUS,,EGY,EGYPT,EGY,,1,43,43,4,-7.120253165,https://www.theguardian.com/world/2023/aug/01/egyptian-refugee-sayed-abdellatif-cleared-as-security-threat-by-asio-but-still-detained-after-11-years
1118246422,MWI,MALAWI,MWI,,,,,,1,51,51,5,0.8547008547,https://www.nyasatimes.com/malawi-parliamentary-committee-approves-refugee-relocation-camp/
1118246469,REF,ASYLUM SEEKER,,REF,MIL,MILITARY,,MIL,1,10,10,1,-4.192872117,https://metro.co.uk/2023/07/31/fire-safety-fears-delay-refugees-moving-onto-bibby-stockholm-barge-19224524/
